"",Message,CFG-RXM,,,,,
"",Description,RXM configuration,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15 up to version 17",,,,,
"",Type,Get/Set,,,,,
"",Comment,"For a detailed description see section Power Management.Note that Power Save Mode cannot be selected when the receiver is configured to processGLONASS signals (using CFG-GNSS).",,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x06,0x11,2,see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U1,-,reserved1,-,Reserved,
"",1,U1,-,lpMode,-,"Low Power Mode0: Continuous Mode1: Power Save Mode4: Continuous ModeNote that for receivers with protocol versionslarger or equal to 14, both Low Power Modesettings 0 and 4 configure the receiver toContinuous Mode.",
