"",Message,CFG-PRT,,,,,
"",Description,Port Configuration for UART,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15 up to version 23.01",,,,,
"",Type,Get/Set,,,,,
"",Comment,"Several configurations can be concatenated to one input message. In this case the payloadlength can be a multiple of the normal length (see the other versions of CFG-PRT). Outputmessages from the module contain only one configuration unit.Note that this message can affect baud rate and other transmission parameters. Becausethere may be messages queued for transmission there may be uncertainty about whichprotocol applies to such messages. In addition a message currently in transmission may becorrupted by a protocol change. Host data reception paramaters may have to be changedto be able to receive future messages, including the acknowledge message resulting fromthe CFG-PRT message.",,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x06,0x00,20,see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U1,-,portID,-,"Port Identifier Number (see SerialCommunication Ports Description for valid UARTport IDs)",
"",1,U1,-,reserved1,-,Reserved,
"",2,X2,-,txReady,-,TX ready PIN configuration (see graphic below),
"",4,X4,-,mode,-,"A bit mask describing the UART mode (seegraphic below)",
"",8,U4,-,baudRate,Bits/s,Baud rate in bits/second,
