Message,TIM-TM2,,,,,
Description,Time mark data,,,,,
Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15 up to version 23.01",,,,,
Type,Periodic/Polled,,,,,
Comment,"This message contains information for high precision time stamping / pulse counting.The delay figures and timebase given in CFG-TP5 are also applied to the time resultsoutput in this message.",,,,,
Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",0xB5 0x62,0x0D,0x03,28,see below,CK_A CK_B
Payload Contents:,,,,,,
Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
0,U1,-,ch,-,"Channel (i.e. EXTINT) upon which the pulse wasmeasured",
1,X1,-,flags,-,Bitmask (see graphic below),
2,U2,-,count,-,rising edge counter.,
4,U2,-,wnR,-,week number of last rising edge,
6,U2,-,wnF,-,week number of last falling edge,
8,U4,-,towMsR,ms,tow of rising edge,
12,U4,-,towSubMsR,ns,"millisecond fraction of tow of rising edge innanoseconds",
16,U4,-,towMsF,ms,tow of falling edge,
20,U4,-,towSubMsF,ns,"millisecond fraction of tow of falling edge innanoseconds",
24,U4,-,accEst,ns,Accuracy estimate,
