"",Message,TIM-DOSC,,,,,
"",Description,Disciplined oscillator control,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 16 up to version 23.01 (only with Time &Frequency Sync products)",,,,,
"",Type,Output,,,,,
"",Comment,"The receiver sends this message when it is disciplining an external oscillator and theexternal oscillator is set up to be controlled via the host.",,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x0D,0x11,8,see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U1,-,version,-,Message version (0 for this version),
"",1,U1[3],-,reserved1,-,Reserved,
"",4,U4,-,value,-,"The raw value to be applied to the DACcontrolling the external oscillator. The leastsignificant bits should be written to the DAC,with the higher bits being ignored.",
