"",Message,NAV-VELNED,,,,,
"",Description,Velocity Solution in NED,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15 up to version 23.01",,,,,
"",Type,Periodic/Polled,,,,,
"",Comment,"See important comments concerning validity of velocity given in sectionNavigation Output Filters.-",,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x01,0x12,36,see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U4,-,iTOW,ms,"GPS time of week of the navigation epoch.See the description of iTOW for details.",
"",4,I4,-,velN,cm/s,North velocity component,
"",8,I4,-,velE,cm/s,East velocity component,
"",12,I4,-,velD,cm/s,Down velocity component,
"",16,U4,-,speed,cm/s,Speed (3-D),
"",20,U4,-,gSpeed,cm/s,Ground speed (2-D),
"",24,I4,1e-5,heading,deg,Heading of motion 2-D,
"",28,U4,-,sAcc,cm/s,Speed accuracy Estimate,
"",32,U4,1e-5,cAcc,deg,Course / Heading accuracy estimate,
