"",Message,UBX-MGA-GPS-HEALTH,,,,,
"",Description,GPS Health Assistance,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15 up to version 23.01",,,,,
"",Type,Input,,,,,
"",Comment,"This message allows the delivery of GPS health assistance to a receiver. See the descriptionof AssistNow Online for details.",,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x13,0x00,40,see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U1,-,type,-,Message type (0x04 for this type),
"",1,U1,-,version,-,Message version (0x00 for this version),
"",2,U1[2],-,reserved1,-,Reserved,
"",4,U1[32],-,healthCode,-,"Each byte represents a GPS SV (1-32). The 6LSBs of each byte contains the 6 bit health codefrom subframes 4/5 page 25.",
"",36,U1[4],-,reserved2,-,Reserved,
