"",Message,NAV-POSECEF,,,,,
"",Description,Position Solution in ECEF,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15 up to version 23.01",,,,,
"",Type,Periodic/Polled,,,,,
"",Comment,"See important comments concerning validity of position given in sectionNavigation Output Filters.-",,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x01,0x01,20,see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U4,-,iTOW,ms,"GPS time of week of the navigation epoch.See the description of iTOW for details.",
"",4,I4,-,ecefX,cm,ECEF X coordinate,
"",8,I4,-,ecefY,cm,ECEF Y coordinate,
"",12,I4,-,ecefZ,cm,ECEF Z coordinate,
"",16,U4,-,pAcc,cm,Position Accuracy Estimate,
