"",Message,ESF-MEAS,,,,,
"",Description,External Sensor Fusion Measurements,,,,,
"",Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 15.01 up to version 17 (only with ADRproducts)•u-blox 8 / u-blox M8 from protocol version 19 up to version 23.01 (only with ADR orUDR products)",,,,,
"",Type,Input/Output,,,,,
"",Comment,Possible data types for the data field are described in the ESF Measurement Data section.,,,,,
"",Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",,0xB5 0x62,0x10,0x02,(8 + 4*N) or (12 + 4*N),see below,CK_A CK_B
"",Payload Contents:,,,,,,
"",Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
"",0,U4,-,timeTag,-,"Time tag of measurement generated by externalsensor",
"",4,X2,-,flags,-,"Flags. Set all unused bits to zero. (see graphicbelow)",
"",6,U2,-,id,-,Identification number of data provider,
"",Start of repeated block (N times),,,,,,
"",8 + 4*N,X4,-,data,-,data (see graphic below),
"",End of repeated block,,,,,,
"",Start of optional block,,,,,,
"",8 + 4*N,U4,-,calibTtag,ms,"Receiver local time calibrated.This field must not be supplied whencalibTtagValid is set to 0.",
"",End of optional block,,,,,,
